blockNo,blockhash,ticket1,winningNumber1,ticket2,winningNumber2
3808102,38421,48300,12,35182,14
3808103,35704,13196,12,32189,13
3808104,18341,44388,4,16642,2
3808105,21249,7514,10,32762,10
3808106,3244,43015,7,52272,0
3808107,24441,3187,3,24005,5
3808108,38710,38641,1,62108,12
3808109,60692,17015,7,76,12
3808110,28453,4466,2,45392,0
3808111,7128,56336,0,19229,13
3808112,26188,48021,5,32678,6
3808113,58804,30303,15,26633,9
3808114,46389,64641,1,37884,12
3808115,25489,44870,6,12472,8
3808116,4468,19995,11,41163,11
3808117,27009,64369,1,32490,10
3808118,40736,4440,8,25214,14
3808119,17783,42576,0,43449,9
3808120,28007,62083,3,50570,10
3808121,14794,40534,6,62630,6
3808122,32258,50272,0,56385,1
3808123,64185,12946,2,58246,6
3808124,9308,27944,8,27342,14
3808125,51543,51574,6,22511,15
3808126,45617,50810,10,39247,15
3808127,60939,39048,8,56077,13
3808128,23332,37726,14,27288,8
3808129,63061,32927,15,4072,8
3808130,47626,29811,3,50563,3
3808131,38613,7908,4,10826,10
3808132,13982,34099,3,29876,4
3808133,43683,24327,7,13328,0
3808134,40051,23535,15,61340,12
3808135,42016,54054,6,1208,8
3808136,49622,11957,5,50147,3
3808137,13211,54430,14,30494,14
3808138,10772,44241,1,25951,15
3808139,20040,17409,1,6600,8
3808140,50740,30437,5,37401,9
3808141,16428,45702,6,60679,7
3808142,56432,26938,10,31043,3
3808143,52308,6209,1,30413,13
3808144,23386,52749,13,43671,7
3808145,61214,33398,6,56676,4
3808146,40872,43825,1,38196,4
3808147,25516,21800,8,37678,14
3808148,47064,40034,2,42665,9
3808149,62091,22869,5,18173,13
3808150,13986,9596,12,44878,14
3808151,57116,22231,7,10248,8
3808152,36099,21990,6,30403,3
3808153,59123,22440,8,61295,15
3808154,37618,59193,9,22527,15
3808155,25157,63671,7,25644,12
3808156,15905,25573,5,3430,6
3808157,35079,51216,0,16448,0
3808158,31342,3484,12,53729,1
3808159,62433,29109,5,20887,7
3808160,3991,64268,12,62467,3
3808161,11832,63692,12,59875,3
3808162,9983,6992,0,41807,15
3808163,49986,46631,7,50522,10
3808164,48102,7998,14,19485,13
3808165,44810,61231,15,55027,3
3808166,41090,18760,8,22769,1
3808167,41249,49088,0,1828,4
3808168,41794,2859,11,13109,5
3808169,29116,23701,5,39092,4
3808170,21844,39069,13,1228,12
3808171,42058,34381,13,35528,8
3808172,28264,23061,5,28123,11
3808173,12360,13495,7,8080,0
3808174,26334,20341,5,10095,15
3808175,7439,19414,6,38799,15
3808176,26491,49247,15,26482,2
3808177,37989,49467,11,40282,10
3808178,38209,41060,4,9608,8
3808179,59428,55723,11,59190,6
3808180,14218,53373,13,12891,11
3808181,48143,47976,8,61119,15
3808182,49067,47608,8,49069,13
3808183,11402,36872,8,37593,9
3808184,41803,63545,9,19012,4
3808185,38601,26580,4,22859,11
3808186,30771,63429,5,14033,1
3808187,17787,6930,2,65362,2
3808188,11406,19771,11,41410,2
3808189,60852,21578,10,41387,11
3808190,17062,37119,15,46275,3
3808191,44187,21390,14,17084,12
3808192,29180,20370,2,40227,3
3808193,60290,11079,7,8356,4
3808194,58097,29257,9,8629,5
3808195,42622,23928,8,39450,10
3808196,18667,6347,11,25113,9
3808197,64149,3458,2,8742,6
3808198,28418,1588,4,39995,11
3808199,11984,61127,7,58584,8
3808200,11242,6709,5,60267,11
3808201,30407,49921,1,20308,4
3808202,20592,11660,12,64099,3
3808203,23516,55893,5,27005,13
3808204,54843,24986,10,38852,4
3808205,12690,5767,7,42326,6
3808206,16211,20629,5,4047,15
3808207,24820,30746,10,43719,7
3808208,23725,58606,14,46765,13
3808209,41537,53991,7,14922,10
3808210,15367,45112,8,28267,11
3808211,22522,22334,14,25183,15
3808212,45445,12806,6,6961,1
3808213,42284,50170,10,30258,2
3808214,40391,31597,13,43769,9
3808215,16579,19341,13,16490,10
3808216,50854,15212,12,34918,6
3808217,47685,45972,4,54384,0
3808218,35772,39439,15,31860,4
3808219,28828,58677,5,3741,13
3808220,55691,40253,13,17355,11
3808221,10206,13608,8,23163,11
3808222,47189,51049,9,4326,6
3808223,20326,39290,10,63958,6
3808224,39567,57288,8,43181,13
3808225,16829,961,1,6230,6
3808226,2436,6519,7,40217,9
3808227,48069,23718,6,40776,8
3808228,57810,34963,3,65078,6
3808229,6884,30980,4,36262,6
3808230,4391,53191,7,62842,10
3808231,23883,6252,12,9795,3
3808232,44194,13990,6,38516,4
3808233,43523,64558,14,32307,3
3808234,48935,60478,14,24885,5
3808235,14173,23544,8,22900,4
3808236,27254,45003,11,4481,1
3808237,15614,12400,0,14936,8
3808238,37346,47640,8,25678,14
3808239,52955,12796,12,11269,5
3808240,10999,54855,7,48770,2
3808241,23489,4671,15,38376,8
3808242,20644,39801,9,31079,7
3808243,63825,45967,15,37509,5
3808244,59445,64521,9,51145,9
3808245,26376,18536,8,27572,4
3808246,21099,39174,6,21126,6
3808247,25128,31629,13,15145,9
3808248,30575,23153,1,33283,3
3808249,38610,36030,14,14343,7
3808250,56459,47203,3,50700,12
3808251,58947,39214,14,53896,8
3808252,9872,21242,10,18960,0
3808253,10970,60631,7,28294,6
3808254,52970,57782,6,51789,13
3808255,18069,4128,0,46270,14
3808256,36543,61056,0,51867,11
3808257,25986,3280,0,34333,13
3808258,12960,4541,13,25989,5
3808259,25339,56822,6,790,6
3808260,49044,7683,3,36057,9
3808261,8573,41793,1,57439,15
3808262,18612,53164,12,11888,0
3808263,57744,19293,13,15755,11
3808264,28392,45388,12,14497,1
3808265,52828,99,3,24508,12
3808266,1445,25200,0,57680,0
3808267,54177,40685,13,27455,15
3808268,33337,43590,6,15222,6
3808269,38239,13210,10,37885,13
3808270,32924,33687,7,31525,5
3808271,47133,20869,5,20392,8
3808272,16832,54928,0,32361,9
3808273,20722,5052,12,50145,1
3808274,26979,30225,1,3309,13
3808275,42997,47539,3,55315,3
3808276,37517,34258,2,38246,6
3808277,1766,30626,2,14384,0
3808278,44803,49100,12,59079,7
3808279,56699,56569,9,6,6
3808280,64495,24179,3,1021,13
3808281,1805,63684,4,13347,3
3808282,5565,59101,13,32089,9
3808283,17608,51412,4,48135,7
3808284,62538,62723,3,30063,15
3808285,16647,47798,6,11029,5
3808286,18955,26687,15,12391,7
3808287,41033,21579,11,60641,1
3808288,41524,14884,4,63611,11
3808289,15320,58085,5,2417,1
3808290,5653,5148,12,30564,4
3808291,23787,43408,0,2937,9
3808292,35209,9615,15,24121,9
3808293,24869,46111,15,52777,9
3808294,29115,35435,11,59160,8
3808295,25742,33520,0,45073,1
3808296,64471,4150,6,60813,13
3808297,35861,27573,5,34962,2
3808298,52532,13623,7,26443,11
3808299,21647,62305,1,35975,7
3808300,46312,35965,13,25275,11
3808301,39741,63790,14,43290,10
3808302,13228,6275,3,47672,8
3808303,21164,16563,3,21777,1
3808304,22246,3795,3,6430,14
3808305,61006,61363,3,62727,7
3808306,52728,19198,14,21090,2
3808307,24195,56806,6,17076,4
3808308,63633,40362,10,46495,15
3808309,44202,26717,13,54678,6
3808310,44926,22992,0,14710,6
3808311,56929,34514,2,17477,5
3808312,17185,20950,6,56300,12
3808313,10767,62369,1,26476,12
3808314,49553,12068,4,38572,12
3808315,17336,56459,11,58339,3
3808316,24928,9861,5,8795,11
3808317,16658,29679,15,61850,10
3808318,19402,55335,7,6358,6
3808319,38288,12546,2,65187,3
3808320,50307,48265,9,40823,7
3808321,30192,1082,10,27634,2
3808322,9985,24409,9,47151,15
3808323,6909,9802,10,36300,12
3808324,37968,35220,4,53671,7
3808325,61552,17216,0,3437,13
3808326,52709,1067,11,25650,2
3808327,29117,19252,4,6999,7
3808328,6597,28774,6,51904,0
3808329,35132,25512,8,54629,5
3808330,56244,43217,1,44121,9
3808331,54635,32302,14,10106,10
3808332,13392,65289,9,1304,8
3808333,29105,40887,7,16873,9
3808334,40413,24195,3,45159,7
3808335,17534,65043,3,52626,2
3808336,20790,13715,3,28467,3
3808337,17008,5242,10,33000,8
3808338,47474,38763,11,2665,9
3808339,18434,21398,6,39185,1
3808340,24919,614,6,64554,10
3808341,11353,904,8,39922,2
3808342,10660,40035,3,55369,9
3808343,22974,44107,11,60301,13
3808344,45122,12289,1,40925,13
3808345,45,37916,12,55967,15
3808346,38384,34827,11,25113,9
3808347,42477,5558,6,7858,2
3808348,52057,24274,2,33128,8
3808349,55069,23109,5,20894,14
3808350,4746,15471,15,16744,8
3808351,48518,62416,0,63718,6
3808352,16547,21991,7,9154,2
3808353,2589,25317,5,59376,0
3808354,19054,9600,0,16582,6
3808355,19161,53173,5,60639,15
3808356,60925,31338,10,42234,10
3808357,3015,6048,0,25711,15
3808358,41650,15303,7,1889,1
3808359,6468,65128,8,10595,3
3808360,31318,30117,5,8351,15
3808361,28903,7572,4,29576,8
3808362,30649,4750,14,12356,4
3808363,16303,7408,0,35029,5
3808364,15870,24359,7,15407,15
3808365,18619,49518,14,9500,12
3808366,14417,12040,8,29623,7
3808367,33234,12886,6,63382,6
3808368,35803,24865,1,53727,15
3808369,27162,51305,9,37663,15
3808370,47644,18987,11,18083,3
3808371,51070,28483,3,31022,14
3808372,48878,33931,11,42202,10
3808373,22755,59325,13,29961,9
3808374,58178,54502,6,61687,7
3808375,62237,34258,2,48432,0
3808376,5857,13738,10,35986,2
3808377,43664,24213,5,51237,5
3808378,19852,23422,14,10488,8
3808379,43441,22883,3,13514,10
3808380,21295,24693,5,49179,11
3808381,6449,50976,0,63882,10
3808382,59952,61401,9,32850,2
3808383,23843,18982,6,14765,13
3808384,6283,40663,7,23615,15
3808385,16127,42532,4,35984,0
3808386,62545,3336,8,44642,2
3808387,40487,39198,14,7144,8
3808388,14448,13486,14,38262,6
3808389,63069,54915,3,27733,5
3808390,34551,6476,12,8050,2
3808391,37269,4222,14,287,15
3808392,26018,48553,9,10472,8
3808393,59303,64857,9,56389,5
3808394,25991,16635,11,64238,14
3808395,59450,19352,8,28465,1
3808396,62445,18525,13,7053,13
3808397,54341,27910,6,50102,6
3808398,10509,31853,13,13820,12
3808399,6983,33196,12,56678,6
3808400,62737,47093,5,16674,2
3808401,16523,60738,2,26776,8
3808402,19955,58172,12,38030,14
3808403,20339,43785,9,52811,11
3808404,16968,35591,7,32913,1
3808405,19384,63257,9,14161,1
3808406,47331,40511,15,30875,11
3808407,47098,59092,4,450,2
3808408,38794,12004,4,53501,13
3808409,25834,17131,11,29271,7
3808410,46263,13886,14,54782,14
3808411,897,65438,14,23214,14
3808412,19833,62432,0,11887,15
3808413,1282,1137,1,42608,0
3808414,16333,59248,0,63479,7
3808415,25280,23429,5,25493,5
3808416,55456,48749,13,53793,1
3808417,28794,49006,14,19882,10
3808418,24685,63768,8,34164,4
3808419,59431,57860,4,56510,14
3808420,25149,42842,10,38395,11
3808421,59162,38306,2,44268,12
3808422,26842,64882,2,64427,11
3808423,57978,42974,14,29909,5
3808424,36409,16485,5,14875,11
3808425,53814,6902,6,28456,8
3808426,32149,42489,9,59129,9
3808427,3410,65168,0,15140,4
3808428,47577,36961,1,26871,7
3808429,42715,2390,6,15673,9
3808430,4550,8679,7,46788,4
3808431,60997,34846,14,53923,3
3808432,50780,61282,2,28311,7
3808433,40428,27553,1,59708,12
3808434,45087,36757,5,46644,4
3808435,39464,29250,2,54697,9
3808436,13605,41487,15,16277,5
3808437,57225,51316,4,57485,13
3808438,53435,27584,0,3055,15
3808439,27453,27942,6,17360,0
3808440,7198,19807,15,13269,5
3808441,40332,27814,6,40058,10
3808442,24760,65188,4,65514,10
3808443,2190,47485,13,10521,9
3808444,5299,40361,9,1391,15
3808445,32224,49833,9,54928,0
3808446,16061,18736,0,20459,11
3808447,50349,42769,1,65275,11
3808448,45940,35375,15,47995,11
3808449,17513,56747,11,29364,4
3808450,18208,23050,10,46489,9
3808451,54056,5306,10,788,4
3808452,13685,36822,6,23699,3
3808453,13112,18803,3,26905,9
3808454,36002,19606,6,32743,7
3808455,1670,10387,3,64783,15
3808456,506,51821,13,49145,9
3808457,1097,54700,12,9554,2
3808458,57442,32801,1,49383,7
3808459,55534,12814,14,39710,14
3808460,46509,38559,15,58286,14
3808461,37670,22374,6,31615,15
3808462,60547,56344,8,54503,7
3808463,8195,15956,4,32984,8
3808464,31966,7163,11,25241,9
3808465,40136,61713,1,8946,2
3808466,28850,6198,6,33928,8
3808467,30147,1252,4,15063,7
3808468,16379,40957,13,23215,15
3808469,45327,21385,9,27320,8
3808470,39437,51721,9,24323,3
3808471,4029,41093,5,15511,7
3808472,63468,1430,6,29507,3
3808473,18884,41171,3,36089,9
3808474,55687,33045,5,18848,0
3808475,45050,24003,3,53033,9
3808476,37168,51101,13,4383,15
3808477,38965,16897,1,37231,15
3808478,24852,26600,8,31842,2
3808479,23425,56371,3,18598,6
3808480,33464,57600,0,1487,15
3808481,51281,11205,5,43146,10
3808482,18110,34862,14,49240,8
3808483,19494,8915,3,4796,12
3808484,59740,5459,3,12289,1
3808485,7512,27958,6,5312,0
3808486,9170,20122,10,9064,8
3808487,49285,39339,11,56729,9
3808488,13590,46497,1,11847,7
3808489,21306,61838,14,54489,9
3808490,65092,56533,5,64438,6
3808491,36398,238,14,3069,13
3808492,40167,43101,13,15650,2
3808493,53804,12937,9,58249,9
3808494,35639,30448,0,51664,0
3808495,16555,2146,2,21888,0
3808496,46794,64870,6,50176,0
3808497,14579,20730,10,10955,11
3808498,60311,11572,4,56323,3
3808499,58172,20694,6,11634,2
3808500,19014,20444,12,62649,9
3808501,42291,13416,8,6239,15
3808502,38640,34456,8,4371,3
3808503,57018,34304,0,20277,5
3808504,49280,45784,8,49802,10
3808505,10290,11203,3,63430,6
3808506,26503,58800,0,1835,11
3808507,3459,14135,7,57366,6
3808508,2119,7996,12,11311,15
3808509,33333,16564,4,40990,14
3808510,21931,10053,5,59928,8
3808511,43090,5512,8,32222,14
3808512,19021,12817,1,33224,8
3808513,15943,22920,8,46534,6
3808514,7706,4360,8,52080,0
3808515,27097,47661,13,54138,10
3808516,29135,56441,9,10340,4
3808517,8197,26392,8,45129,9
3808518,17076,41357,13,20568,8
3808519,32867,60107,11,53899,11
3808520,12863,3767,7,55825,1
3808521,60912,27506,2,47357,13
3808522,15683,58996,4,59910,6
3808523,33397,9002,10,47779,3
3808524,56514,48714,10,61070,14
3808525,3056,8258,2,30494,14
3808526,17198,33740,12,62458,10
3808527,38761,23906,2,17443,3
3808528,62097,35359,15,3389,13
3808529,65034,17230,14,58184,8
3808530,25705,10958,14,17049,9
3808531,7217,50419,3,796,12
3808532,59337,59773,13,17963,11
3808533,11762,107,11,5856,0
3808534,58549,11111,7,57903,15
3808535,37526,4685,13,61126,6
3808536,33196,43307,11,44520,8
3808537,1191,45394,2,13906,2
3808538,6820,63386,10,51972,4
3808539,63849,64407,7,22550,6
3808540,19158,46490,10,33053,13
3808541,8860,26273,1,2027,11
3808542,50643,15025,1,31202,2
3808543,22606,9960,8,11969,1
3808544,63194,6534,6,62878,14
3808545,5261,20240,0,60717,13
3808546,37824,11380,4,22915,3
3808547,491,34353,1,53233,1
3808548,39336,8953,9,2752,0
3808549,35663,23601,1,39355,11
3808550,24104,10163,3,58375,7
3808551,35423,24366,14,62588,12
3808552,61905,7872,0,48818,2
3808553,61028,54578,2,18442,10
3808554,10138,36462,14,27149,13
3808555,5133,26685,13,12572,12
3808556,15253,32573,13,26412,12
3808557,10094,41998,14,2478,14
3808558,52076,4642,2,64857,9
3808559,23008,48174,14,50520,8
3808560,62605,9547,11,48012,12
3808561,49248,38662,6,20389,5
3808562,52208,27371,11,31018,10
3808563,12631,7797,5,34648,8
3808564,1752,47675,11,42807,7
3808565,5017,49052,12,60179,3
3808566,1271,41208,8,35505,1
3808567,12317,34985,9,18349,13
3808568,49110,56118,6,17316,4
3808569,13936,32337,1,8686,14
3808570,42184,38969,9,42465,1
3808571,30968,49568,0,19421,13
3808572,38795,24045,13,40645,5
3808573,51295,12532,4,11074,2
3808574,54259,6523,11,38406,6
3808575,34649,5459,3,55677,13
3808576,3848,38484,4,8230,6
3808577,10810,30895,15,6426,10
3808578,62631,59874,2,41013,5
3808579,10144,24896,0,40804,4
3808580,25460,26955,11,65351,7
3808581,45153,39749,5,63810,2
3808582,34688,58215,7,11810,2
3808583,52292,347,11,29926,6
3808584,44936,9970,2,23650,2
3808585,53780,2323,3,56236,12
3808586,3564,22080,0,38428,12
3808587,61608,46174,14,28323,3
3808588,40885,33747,3,5615,15
3808589,24476,54056,8,24588,12
3808590,37855,48334,14,29326,14
3808591,15375,50010,10,18723,3
3808592,46196,28241,1,53663,15
3808593,59319,52509,13,2492,12
3808594,41453,50176,0,29879,7
3808595,53382,19617,1,10046,14
3808596,30080,55566,14,38657,1
3808597,51333,42928,0,7937,1
3808598,31439,57517,13,7752,8
3808599,33227,21968,0,2882,2
3808600,39567,20886,6,17345,1
3808601,55507,19808,0,41424,0
3808602,47204,63680,0,44796,12
3808603,38827,45230,14,40148,4
3808604,64752,22965,5,29883,11
3808605,29780,54829,13,42516,4
3808606,52117,45927,7,40908,12
3808607,54052,2682,10,34124,12
3808608,15908,47733,5,64631,7
3808609,56335,8187,11,22565,5
3808610,22230,36473,9,14858,10
3808611,24028,43206,6,42846,14
3808612,14353,50747,11,913,1
3808613,42359,2916,4,34137,9
3808614,64364,39979,11,29066,10
3808615,45854,55069,13,49876,4
3808616,10021,16611,3,59059,3
3808617,11636,623,15,28041,9
3808618,6564,59115,11,8512,0
3808619,12737,51291,11,56839,7
3808620,16607,39088,0,64673,1
3808621,48645,33188,4,24394,10
3808622,15544,31678,14,62510,14
3808623,51566,57591,7,9321,9
3808624,18868,57943,7,43375,15
3808625,39966,41437,13,38875,11
3808626,10085,17250,2,15934,14
3808627,23336,51962,10,39486,14
3808628,34086,20158,14,50568,8
3808629,65388,46074,10,65212,12
3808630,39448,40793,9,23112,8
3808631,15882,26101,5,39037,13
3808632,12108,19694,14,37860,4
3808633,28813,53399,7,8680,8
3808634,41919,12521,9,43774,14
3808635,47319,35404,12,33135,15
3808636,61999,1635,3,55574,6
3808637,27468,44345,9,44413,13
3808638,48064,4199,7,38278,6
3808639,13261,58800,0,28857,9
3808640,5717,25127,7,9704,8
3808641,54405,54932,4,54002,2
3808642,18213,52050,2,9854,14
3808643,21705,45054,14,8815,15
3808644,26789,51862,6,55161,9
3808645,17066,60744,8,26763,11
3808646,49380,45417,9,20703,15
3808647,55403,11626,10,63945,9
3808648,23704,24757,5,23662,14
3808649,8493,19839,15,95,15
3808650,9101,33895,7,43595,11
3808651,4264,27803,11,62444,12
3808652,29453,29735,7,43792,0
3808653,59224,62590,14,9105,1
3808654,18120,22944,0,11878,6
3808655,29109,17210,10,22920,8
3808656,30591,47625,9,7597,13
3808657,15727,34305,1,56009,9
3808658,11564,6735,15,4803,3
3808659,33943,7853,13,602,10
3808660,58454,48956,12,52146,2
3808661,21026,647,7,62967,7
3808662,62093,54673,1,42260,4
3808663,47284,57470,14,17937,1
3808664,15599,48380,12,14413,13
3808665,53026,26568,8,42736,0
3808666,1111,28302,14,5095,7
3808667,18835,49689,9,2226,2
3808668,17197,45042,2,25808,0
3808669,22253,11049,9,44540,12
3808670,60600,4375,7,21918,14
3808671,15519,60615,7,51982,14
3808672,1724,36088,8,30532,4
3808673,22046,50437,5,61607,7
3808674,2892,14088,8,11906,2
3808675,21490,43876,4,51786,10
3808676,45502,35725,13,29483,11
3808677,2951,56676,4,24837,5
3808678,44695,18727,7,61180,12
3808679,8379,55002,10,18981,5
3808680,26065,31069,13,12949,5
3808681,20134,25305,9,43515,11
3808682,19419,17184,0,8544,0
3808683,48407,26482,2,34462,14
3808684,2767,53883,11,44331,11
3808685,60285,10560,0,55429,5
3808686,50158,8796,12,25188,4
3808687,36444,27136,0,39114,10
3808688,25086,61886,14,53263,15
3808689,41926,52030,14,53903,15
3808690,16881,55175,7,49701,5
3808691,51098,52369,1,30758,6
3808692,46930,5721,9,5315,3
3808693,1856,5016,8,32886,6
3808694,64682,20272,0,33173,5
3808695,3471,15832,8,52364,12
3808696,52768,45918,14,57948,12
3808697,45883,25299,3,19257,9
3808698,42670,18286,14,62383,15
3808699,20136,33705,9,47384,8
3808700,46656,45930,10,39549,13
3808701,13836,17821,13,11560,8
3808702,13560,27986,2,56012,12
3808703,41882,64176,0,233,9
3808704,12009,41079,7,52241,1
3808705,62567,3515,11,27878,6
3808706,35632,19705,9,53747,3
3808707,44669,43751,7,45388,12
3808708,61001,39570,2,11033,9
3808709,9961,44709,5,44978,2
3808710,25730,5094,6,42314,10
3808711,585,2979,3,47314,2
3808712,25443,14309,5,60783,15
3808713,49184,2642,2,24070,6
3808714,10586,18162,2,47061,5
3808715,9977,17384,8,63456,0
3808716,5860,35841,1,44952,8
3808717,64961,30170,10,30677,5
3808718,6360,32479,15,46930,2
3808719,60503,33471,15,38534,6
3808720,63014,12014,14,60742,6
3808721,8793,53137,1,23257,9
3808722,30943,21037,13,52602,10
3808723,18322,24051,3,9048,8
3808724,52502,27623,7,21104,0
3808725,24645,23929,9,1787,11
3808726,22832,43894,6,56845,13
3808727,57902,25984,0,56853,5
3808728,16899,25177,9,44758,6
3808729,60365,35344,0,62790,6
3808730,29177,15774,14,42352,0
3808731,12828,41704,8,43602,2
3808732,26279,6929,1,473,9
3808733,16373,23815,7,7508,4
3808734,62433,34862,14,62746,10
3808735,32804,36090,10,64521,9
3808736,51438,48286,14,23235,3
3808737,5325,19614,14,56294,6
3808738,17241,2411,11,55537,1
3808739,54215,23973,5,28908,12
3808740,20467,17741,13,13647,15
3808741,60079,59566,14,35478,6
3808742,14057,30973,13,56831,15
3808743,20353,42264,8,1983,15
3808744,23303,25636,4,41307,11
3808745,11499,31014,6,15025,1
3808746,4689,35784,8,26444,12
3808747,37157,47684,4,51117,13
3808748,26781,64759,7,1070,14
3808749,55078,8012,12,39681,1
3808750,33996,35358,14,47294,14
3808751,54051,27769,9,30339,3
3808752,23950,16026,10,16682,10
3808753,8110,56789,5,41793,1
3808754,15314,25421,13,29221,5
3808755,13077,18398,14,15467,11
3808756,22460,47355,11,7466,10
3808757,62556,1731,3,7221,5
3808758,643,2079,15,39483,11
3808759,14069,54047,15,15976,8
3808760,903,43974,6,51262,14
3808761,49867,47656,8,33505,1
3808762,35831,32054,6,4116,4
3808763,45296,61873,1,4314,10
3808764,3452,28875,11,48952,8
3808765,32272,42565,5,10468,4
3808766,2429,36925,13,3434,10
